               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.024589,            0.019585,                   0,             0.86758,               0.875,             0.91607,              0.6264,            0.019562,           0.0068828,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.023868,            0.020476,                   0,             0.87457,             0.81709,             0.90618,             0.58238,             0.01972,           0.0074675,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.025425,            0.022405,                   0,             0.90037,             0.85156,             0.91364,             0.59744,            0.020422,           0.0072025,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.023948,            0.018957,                   0,             0.87237,             0.85439,             0.88263,             0.56956,            0.018995,           0.0072216,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.022595,            0.020395,                   0,             0.88696,             0.89844,             0.92942,             0.61958,            0.019006,           0.0063391,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.023439,            0.020037,                   0,             0.90628,             0.90656,             0.94078,             0.65537,            0.017032,           0.0064642,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.024429,            0.021166,                   0,             0.85322,             0.86288,             0.91302,             0.62049,            0.017736,           0.0068091,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.023594,            0.019159,                   0,             0.93077,             0.82812,             0.92324,             0.62217,            0.018362,           0.0070018,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.022504,            0.019605,                   0,             0.91945,             0.89175,             0.93619,             0.65358,            0.021255,           0.0064294,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.023033,            0.019353,                   0,             0.89959,             0.90997,              0.9099,             0.62789,            0.018819,           0.0066025,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.022686,            0.021429,                   0,             0.91507,               0.875,             0.91222,             0.63989,            0.018218,           0.0071992,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.022688,            0.021158,                   0,             0.88082,             0.86611,             0.90907,              0.6007,            0.018013,           0.0075727,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.022979,            0.019083,                   0,              0.8546,             0.80469,             0.89316,             0.54186,            0.021384,           0.0077644,                   0,             0.00835,             0.00835,             0.00835
